clean_mse,adv_mse,mse_ratio,clean_rel_l2,adv_rel_l2,rel_l2_ratio,clean_psnr,adv_psnr,clean_ssim,adv_ssim,pred_shift_rel_l2,init_shift_rel_l2,delta_l2,delta_linf,delta_mean_abs,clean_sino_l2,adv_sino_l2,success_rel_l2,success_mse,clean_e_ran_l2,clean_e_nul_l2,clean_e_ran_frac,clean_e_nul_frac,adv_e_ran_l2,adv_e_nul_l2,adv_e_ran_frac,adv_e_nul_frac
0.01564091257750988,0.114970862865448,7.3506492856922545,0.47712072789444715,1.2935734953311828,2.7112079180457624,18.05737911390323,9.394122092123588,0.324006316216463,0.1662944796383738,1.5449155069552016,0.07499024048207628,36.43427276611328,0.46769142150878906,0.1416112184524536,2714.460693359375,2713.9287109375,1.0,1.0,14.342082977294922,6.7262444496154785,0.895924032742519,0.4201763483067014,15.101325035095215,40.291221618652344,0.3479454700626328,0.9283389380017614
0.022334521636366844,0.19299732148647308,8.64121133323131,0.46619791728159793,1.3704324383672566,2.9395936523231465,16.51023329314312,7.144487000663955,0.3994886347013448,0.20345378290007587,1.7259822915475478,0.06237601418792348,35.46685791015625,0.4660453796386719,0.13707852363586426,4170.15869140625,4169.92431640625,1.0,1.0,16.69702911376953,8.69232177734375,0.8728526297695021,0.454399155110794,17.138851165771484,53.027286529541016,0.30478678071720067,0.9430046270420409
0.030151410028338432,0.31403157114982605,10.41515374752547,0.4775567946638281,1.5411958332957334,3.227251398193684,15.206923464722053,5.030267291712949,0.32396094169440465,0.14860543343354837,1.9652345758218728,0.06561925337690265,42.084754943847656,0.4691047668457031,0.16866901516914368,4319.05029296875,4317.93994140625,1.0,1.0,19.959531784057617,9.370877265930176,0.8980211092662662,0.4216153809715219,20.700435638427734,67.94731140136719,0.2885910669588265,0.9472741268257464
0.010320250876247883,0.14082551002502441,13.645551034920588,0.4235548373051789,1.5646066229022726,3.693988322402148,19.863097452625095,8.513186672138426,0.41140966255113914,0.21594123629202183,1.8310903879708027,0.07973272029666695,36.81770706176758,0.4687633514404297,0.13976675271987915,2949.489013671875,2948.69384765625,1.0,1.0,11.454575538635254,5.762296199798584,0.8808945011791716,0.44313951393898465,12.254332542419434,45.840721130371094,0.2551167899564473,0.9543349328563275
0.025647606700658798,0.3255847692489624,12.694547801241793,0.45905901802158716,1.6356001363073072,3.5629408683795716,15.909530398783769,4.873358676922361,0.39458441168939207,0.2062034453271811,2.186423190939539,0.07089902677944662,43.47488021850586,0.4688758850097656,0.17353525757789612,4382.412109375,4381.9541015625,1.0,1.0,19.081701278686523,7.266593933105469,0.9308586069724604,0.3544847184857878,20.825031280517578,68.55048370361328,0.28513049868459334,0.9385740333445279
0.01998789981007576,0.18143364787101746,9.077174170122568,0.38460709631462414,1.1587579106342318,3.012835492994443,16.9923291708024,7.412821674987002,0.4149939247555948,0.25535162610120676,1.35907895371195,0.061327366145931574,43.26233673095703,0.4701995849609375,0.17134180665016174,4648.0322265625,4647.32861328125,1.0,1.0,15.215280532836914,9.062967300415039,0.8407879251506731,0.5008145236480626,16.62596893310547,50.8187255859375,0.30494256401652303,0.9320835701413348
0.01740800216794014,0.15816397964954376,9.08570542005275,0.4753118946743774,1.432709103796506,3.014250473950403,17.592510678961844,8.008924160382591,0.3901476792184658,0.21818077893970042,1.7450977434289672,0.08068468890831125,42.52571487426758,0.47171783447265625,0.16742369532585144,3175.51513671875,3175.175048828125,1.0,1.0,14.495603561401367,8.291362762451172,0.8583252525156698,0.4909547923709853,15.463271141052246,47.7568359375,0.3037649212689353,0.9381489450893107
0.025581706315279007,0.13618502020835876,5.323531531867383,0.46216784211033357,1.0663495522084228,2.3072776923190874,15.920704595650266,8.658706604014538,0.35533565330332034,0.18543989173033326,1.3282736086298046,0.06794977609640333,41.26240158081055,0.4700164794921875,0.16192367672920227,4383.57080078125,4382.5712890625,1.0,1.0,18.746858596801758,7.665614128112793,0.9157011998139297,0.37443137569838064,19.051815032958984,42.549774169921875,0.4033311539444301,0.9007881656598299
0.010012252256274223,0.052835915237665176,5.277125853931148,0.3911408445617586,0.8985285757223165,2.297199559225384,19.994682169815306,12.770707345911205,0.4283504556719317,0.30730496251427203,0.9644360935080366,0.040334001228374876,20.595590591430664,0.4555854797363281,0.07527505606412888,3226.1904296875,3225.92041015625,1.0,1.0,11.015559196472168,6.199160099029541,0.8600638138828516,0.48401294773571363,11.302324295043945,26.792917251586914,0.3841432151449721,0.9106372377450677
0.019467532634735107,0.05333596467971802,2.739739322925437,0.48230443271793144,0.7983179421733364,1.6552158512717232,17.106890885941365,12.729798454820248,0.31653973238936917,0.21103040851553395,0.6664630753454174,0.03599460664961312,20.12811851501465,0.43560028076171875,0.07656604796648026,3511.51171875,3511.4287109375,1.0,1.0,14.19478702545166,10.53028392791748,0.7948102502520976,0.5896233306612378,14.430758476257324,25.29988670349121,0.4881677665680271,0.8558517008504881
0.027660652995109558,0.062167294323444366,2.247499158260495,0.45554131485068267,0.682932171017527,1.4991662638577108,15.581375715576796,12.064380338055347,0.4032721061583174,0.2692920321833781,0.6654817913816505,0.030961935164125234,19.679363250732422,0.4430732727050781,0.06913942843675613,4649.068359375,4648.67724609375,0.0,1.0,19.58353614807129,7.906524181365967,0.9199197577680904,0.3714021693894163,19.832624435424805,24.333080291748047,0.6214257138591706,0.7624407873968878
0.02568861097097397,0.03839844465255737,1.4947653143233193,0.4535796661756856,0.5545492299086914,1.2226060188815808,15.902593781762484,14.156863244489644,0.34053466178431996,0.2748278181125239,0.33594380649660854,0.025954497388616132,18.93556785583496,0.42504119873046875,0.0705094113945961,4403.259765625,4402.9873046875,0.0,0.0,16.516746520996094,11.743144989013672,0.805089631493536,0.5724059674683444,16.577590942382812,18.415882110595703,0.6609287126743264,0.734219181690622
0.014820568263530731,0.2812674045562744,18.978179483737797,0.36746520853915704,1.6008237882438519,4.356395520021778,18.291351985106267,5.508805943245544,0.4912209987642041,0.25632690842124173,2.0424086597323554,0.0690484441480937,43.4073486328125,0.46996116638183594,0.17021995782852173,4477.21240234375,4476.4775390625,1.0,1.0,14.312899589538574,5.875204563140869,0.9185128576633269,0.37703408026361424,15.435310363769531,65.506591796875,0.2273765534566201,0.9649733449108077
0.02098127454519272,0.2768694758415222,13.196027498003415,0.49911618294544435,1.8131060421292657,3.632633250698358,16.78168133343068,5.577249214819846,0.45008689332744345,0.23759637689636084,2.5356024020224193,0.08759880639973205,43.78028106689453,0.4635772705078125,0.1741238236427307,3563.97314453125,3563.616455078125,1.0,1.0,17.392221450805664,5.80467414855957,0.9380567907823562,0.3130775455416514,17.68537712097168,64.53534698486328,0.26258314548193795,0.9581867714858573
0.019050233066082,0.27342942357063293,14.353074979300937,0.37164679703800074,1.4080005418296293,3.788544803967897,17.200997066710833,5.631547530937409,0.41626765134297666,0.19051367477252767,1.734943622180095,0.056670859798535034,41.62718200683594,0.4680938720703125,0.16408349573612213,4993.2431640625,4992.45068359375,1.0,1.0,16.278642654418945,6.335369110107422,0.9214208976609977,0.35860124313646613,17.754188537597656,63.49724578857422,0.2652578638318109,0.9486856434701192
0.020785370841622353,0.22841057181358337,10.989006333059743,0.37461463781200016,1.241835347362398,3.31496749463808,16.82242222635586,6.412837989636269,0.4269580126764776,0.2193710742903953,1.545282374416039,0.06024158418809623,45.198177337646484,0.4697685241699219,0.18264888226985931,5326.76318359375,5326.2763671875,1.0,1.0,17.571971893310547,5.298829555511475,0.9522076762865119,0.2871383023331986,19.009613037109375,56.90970230102539,0.31074573773908204,0.9302897113960815
0.024895505979657173,0.05486550182104111,2.2038315616430237,0.5427749055609569,0.805766032336689,1.4845307402410788,16.03879010145299,12.607006147332713,0.3526466005484763,0.24587292985337356,0.8119654238355045,0.05169690921053741,24.347782135009766,0.44285011291503906,0.09302190691232681,3446.283447265625,3445.869140625,0.0,1.0,16.472814559936523,10.898999214172363,0.8156377893488732,0.5396549322410941,16.578872680664062,24.36201286315918,0.5529620554369,0.81255637623083
0.027922585606575012,0.30967438220977783,11.090462272120599,0.5189304908057778,1.7281602584914273,3.330234567269305,15.54044317132388,5.090946683640237,0.3860210415234561,0.2122793951051998,2.502618120881017,0.08224549557760354,42.27334976196289,0.46656036376953125,0.16664116084575653,3937.1728515625,3936.31298828125,1.0,1.0,20.12642478942871,6.924245834350586,0.9409766927300929,0.32373131408215106,20.479127883911133,67.70310974121094,0.2875072928095014,0.9504866567961808
0.022910457104444504,0.1320263147354126,5.762709758846331,0.47831888952510365,1.1482352874697404,2.4005643778980996,16.39966245775356,8.79339499056344,0.3463744591548185,0.21130440309241016,1.4716801565197373,0.06377139423670883,36.148826599121094,0.46094512939453125,0.14292612671852112,3750.70751953125,3750.2080078125,1.0,1.0,17.773996353149414,7.373015880584717,0.9173988920559342,0.38055575491106136,18.755624771118164,41.595638275146484,0.4032657171264189,0.8943501004663166
0.018760627135634422,0.20545515418052673,10.951401181588428,0.4113043715612162,1.3611255195076841,3.3092901841552687,17.267526911124136,6.8728295927393335,0.5010126295247581,0.2744379125412538,1.6906800276592322,0.06419435598775403,40.14080047607422,0.4696502685546875,0.1584935337305069,4418.24462890625,4417.76318359375,1.0,1.0,15.22999382019043,8.067473411560059,0.8686925599304516,0.460154758616398,16.46109962463379,54.581607818603516,0.2837202716685106,0.9407578443437559
0.02252829819917679,0.11239409446716309,4.989018410244148,0.6020696645689061,1.3447893234534267,2.233610830428274,16.472716138962973,9.492565649194027,0.23827269468320383,0.12481440132997144,1.7118538618871793,0.08101966120940468,31.258087158203125,0.4598884582519531,0.11760030686855316,2689.90966796875,2689.595947265625,1.0,1.0,16.866628646850586,8.69606876373291,0.8779183210628217,0.4526356896064574,17.31149673461914,38.6021842956543,0.4034158343185146,0.8995601375706839
0.012530597858130932,0.11662698537111282,9.30737596813349,0.4976821421295579,1.5183282458804355,3.0507991293068746,19.020282397924387,9.332009500760567,0.3540932545535327,0.21451657859884288,1.6934012786673671,0.09003961956046284,37.65522003173828,0.4655017852783203,0.14445464313030243,2170.370361328125,2169.8564453125,1.0,1.0,10.248810768127441,9.390350341796875,0.7152825626023671,0.6553690967836749,11.18859577178955,41.42726135253906,0.2559564825068701,0.9477128597695974
0.014610249549150467,0.02806471846997738,1.9208924786373167,0.4413620071021389,0.6117112698556237,1.3859626791892465,18.353423937554993,15.518392812050061,0.2829142892759467,0.20250724229135836,0.45388818051016494,0.051183750856787176,27.303171157836914,0.45339012145996094,0.10271313041448593,2984.651123046875,2984.335693359375,0.0,0.0,12.687668800354004,8.382923126220703,0.8200551417435228,0.5418220888857193,13.185118675231934,16.358476638793945,0.6148847611339576,0.7628735279762892
0.030486471951007843,0.12399928271770477,4.067354297898859,0.48152673447198874,0.9711277762417243,2.016768139170093,15.158927797125806,9.065808013594445,0.4374488959836087,0.22337559791458855,1.1877981770328871,0.05282137582802781,32.21533966064453,0.4638862609863281,0.12321795523166656,4911.31787109375,4910.7587890625,1.0,1.0,19.958969116210938,9.513887405395508,0.8930474693320908,0.4256909773961251,20.215044021606445,39.18061065673828,0.4484924718806334,0.86926394542854
0.014233022928237915,0.2476293444633484,17.398225641304826,0.46349921474926836,1.9333100760796436,4.171118341862726,18.467028510311778,6.061979181630211,0.3760112753057893,0.21954096089259661,2.51148833410543,0.08170362065938504,38.5609130859375,0.46901702880859375,0.14860855042934418,3003.237548828125,3002.280517578125,1.0,1.0,13.14025592803955,7.323518753051758,0.8604889537993942,0.4795802322614232,14.151199340820312,61.402713775634766,0.22216836180259764,0.963998881028821
0.0232557263225317,0.07246765494346619,3.1161209045212526,0.4777601282344554,0.8433679436800408,1.7652539294073686,16.33470126845632,11.398557475921686,0.30508474881267994,0.17513165471257908,0.873661547805467,0.05813414022905383,33.77541732788086,0.4697608947753906,0.12723131477832794,3673.845703125,3673.228515625,1.0,1.0,17.536684036254883,7.983491897583008,0.8984058606294751,0.40899498983094174,18.06549835205078,28.662309646606445,0.5242855143791643,0.8318194972274353
0.009615040384232998,0.12446059286594391,12.944365066842334,0.5182545915572876,1.8645907020107244,3.59782765533803,20.170488873368157,9.0496813459215,0.33554346364668386,0.18858337221428342,2.0192053329360147,0.11122840665311266,41.24723434448242,0.4688434600830078,0.16056396067142487,1830.6265869140625,1830.439453125,1.0,1.0,9.345355987548828,8.056134223937988,0.7445782372703377,0.6418612867893863,10.119169235229492,43.496826171875,0.22408820224405876,0.9632337747888983
0.012133967131376266,0.04983382672071457,4.106968988885194,0.34925158979882154,0.7077813211629687,2.026565781907163,19.159971858120503,13.024757622393537,0.4717662090302025,0.282585619562069,0.7697998913063326,0.049374308604454714,31.485851287841797,0.4583854675292969,0.12119176983833313,4296.95947265625,4296.4853515625,1.0,1.0,12.674992561340332,5.863549709320068,0.8989516700352487,0.41586200370681553,13.1946439743042,24.7192440032959,0.4617698796765859,0.8650936206636107
0.02897588536143303,0.27272331714630127,9.412078828462533,0.4405255807345642,1.3514934056181969,3.0679112966938695,15.379632852449372,5.642777294032005,0.3553743475581193,0.18590985230214502,1.6522861566627278,0.05903131342033452,42.953285217285156,0.46935272216796875,0.17043544352054596,4617.837890625,4617.39990234375,1.0,1.0,19.37986183166504,9.48250675201416,0.8894516773573715,0.4352059684115385,20.396942138671875,62.73170471191406,0.3051363502721892,0.9384604462770979
0.021327883005142212,0.08388794213533401,3.9332521711183617,0.5296812840730737,1.0504865406840327,1.983242701358332,16.7105221233286,10.763004592001808,0.3349728260353488,0.17394123662480998,1.179725148378088,0.07881349751974219,37.4897346496582,0.46791553497314453,0.14572159945964813,3064.0791015625,3063.429443359375,1.0,1.0,14.721015930175781,10.804831504821777,0.7875061029271092,0.5780083923219183,15.592292785644531,32.552425384521484,0.42058159332877093,0.878058866848814
0.026338079944252968,0.24774768948554993,9.40644458555564,0.42271379094036465,1.2964601292480005,3.0669927431605886,15.794158577346904,6.059903609670175,0.40516329967085946,0.24733562841948548,1.6387124775739925,0.06215510422903979,44.204925537109375,0.4714202880859375,0.1736602783203125,4879.3857421875,4878.6171875,1.0,1.0,18.721349716186523,8.605582237243652,0.9012289386614122,0.41426498964062874,20.163724899291992,59.314231872558594,0.31648708167604406,0.9309881106273878
0.013504572212696075,0.17294514179229736,12.806413936585578,0.4253312833948866,1.522092704266159,3.578605110156019,18.69519168500453,7.620915958396045,0.4454623880451036,0.1943585227113263,1.9174125569110059,0.08514929499315393,41.774444580078125,0.4710655212402344,0.164211705327034,3431.527587890625,3430.994873046875,1.0,1.0,13.333266258239746,6.28639030456543,0.8963675967146176,0.4226208687485783,14.91997241973877,49.995521545410156,0.2802875706070148,0.9392191138808441
