gt_norm,clean_mse,adv_mse,mse_ratio,clean_rel_l2,adv_rel_l2,rel_l2_ratio,clean_psnr,adv_psnr,clean_ssim,adv_ssim,clean_mae,adv_mae,clean_nrmse,adv_nrmse,clean_max_err,adv_max_err,clean_init_rel_l2,adv_init_rel_l2,init_rel_l2_ratio,clean_init_psnr,adv_init_psnr,clean_init_ssim,adv_init_ssim,clean_init_mae,adv_init_mae,pred_shift_rel_l2,init_shift_rel_l2,delta_l2,delta_linf,delta_mean_abs,delta_rel_l2,clean_sino_l2,adv_sino_l2,success_rel_l2,success_mse,clean_e_ran_l2,clean_e_nul_l2,clean_e_ran_frac,clean_e_nul_frac,adv_e_ran_l2,adv_e_nul_l2,adv_e_ran_frac,adv_e_nul_frac,clean_init_e_ran_l2,clean_init_e_nul_l2,clean_init_e_ran_frac,clean_init_e_nul_frac,adv_init_e_ran_l2,adv_init_e_nul_l2,adv_init_e_ran_frac,adv_init_e_nul_frac
9.978799819946289,0.0002997105475515127,0.00029971066396683455,1.0000003884258422,0.22206628322601318,0.22206635773181915,1.0000003355115639,28.1988650512623,28.198863364350625,0.40831786061786524,0.4083177243028756,0.013332237489521503,0.013332259841263294,0.038909598684801906,0.03890960705750817,0.0807555764913559,0.08074982464313507,0.2774559259414673,0.2774559259414673,1.0,26.264638949264796,26.264638138805818,0.27812755646850745,0.2781276853469092,0.016055654734373093,0.016055654734373093,3.42063358402811e-05,8.743912985664792e-06,0.00017324871441815048,5.7220458984375e-06,5.64954007131746e-07,3.276012511055984e-07,528.8402099609375,528.8402099609375,0.0,0.0,2.215606689453125,0.039313964545726776,0.9998428083868666,0.01774131884839337,2.215606927871704,0.039309632033109665,0.9998425932540826,0.017739357977907537,2.215606451034546,1.6603189706802368,0.8002401342051051,0.5996795483692686,2.215606927871704,1.6603190898895264,0.8002402375197994,0.5996795397855825
42.82313537597656,0.011920716613531113,0.011920716613531113,1.0,0.32634925842285156,0.32634931802749634,1.0000001826406626,17.680903661819247,17.680904001117845,0.13978264776606594,0.1397830584240702,0.08437877893447876,0.08437874913215637,0.130603499014968,0.130603499014968,0.4817694425582886,0.4817717969417572,0.3611307442188263,0.3611307442188263,1.0,16.80126811839779,16.80126839548629,0.11188521793296162,0.11188526706604614,0.0924166738986969,0.0924166738986969,2.3927525035105646e-05,2.189535280194832e-06,0.0001801296602934599,6.705522537231445e-06,4.896090786132845e-07,5.365385699927692e-08,3357.254638671875,3357.254638671875,0.0,0.0,13.974122047424316,0.1814648061990738,0.9999157918469994,0.012984681596963265,13.974122047424316,0.18148501217365265,0.9999156553785221,0.012986125659496806,13.974122047424316,6.624382019042969,0.9036111753310796,0.4283536097477258,13.974122047424316,6.624382019042969,0.9036111753310796,0.4283536097477258
49.79118728637695,0.019609054550528526,0.019609052687883377,0.999999905010966,0.3599861264228821,0.3599861264228821,1.0,14.939650003753997,14.939650416286149,0.13233218171804492,0.13233216806035877,0.10840781778097153,0.10840782523155212,0.179067803534568,0.17906778447955343,0.712925910949707,0.7129197120666504,0.38877660036087036,0.388776570558548,0.9999999233433228,14.271363819166854,14.271364526557306,0.10876932139016754,0.10876943838564775,0.11625399440526962,0.11625400185585022,2.3853150196373463e-05,1.9138972220389405e-06,0.00018418954277876765,7.62939453125e-06,4.6637885020572867e-07,4.296499845392554e-08,4286.96728515625,4286.96728515625,0.0,0.0,17.918371200561523,0.4546665847301483,0.9996783156210062,0.025366163057161495,17.91836929321289,0.45468229055404663,0.9996782092087075,0.025367039295933667,17.918371200561523,7.324653148651123,0.925648116663512,0.37838547468253714,17.91836929321289,7.324653148651123,0.9256481093374685,0.3783855119656336
11.169103622436523,0.0003041039453819394,0.00030410377075895667,0.9999994257786347,0.19984930753707886,0.19984924793243408,0.9999997017520575,29.201676775868698,29.201679269681122,0.47157720155569455,0.4715773254608922,0.013397807255387306,0.013397818431258202,0.03466699062096612,0.034666983215280785,0.0832710713148117,0.08327307552099228,0.2587270140647888,0.25872698426246643,0.9999998848117098,26.958894482356236,26.95889547431638,0.3614532935445338,0.3614533327414022,0.016391661018133163,0.016391655430197716,3.281850149505772e-05,7.362072210526094e-06,0.00017325080989394337,6.124377250671387e-06,5.637012918668916e-07,3.1305039649926496e-07,553.4278564453125,553.4277954101562,0.0,0.0,2.2316181659698486,0.048159025609493256,0.9997672571506209,0.021575293513406587,2.2316174507141113,0.048161279410123825,0.9997672570760417,0.021576310132242628,2.2316181659698486,1.8359001874923706,0.7722533380471162,0.6353147996965468,2.2316174507141113,1.8359001874923706,0.7722531542469756,0.6353148521131664
25.196916580200195,0.0027236288879066706,0.002723628655076027,0.9999999145145491,0.2651163637638092,0.2651163637638092,1.0,22.967703518890783,22.967703518890783,0.20762397585090303,0.20762345213438035,0.04018310829997063,0.04018305614590645,0.07105830267933502,0.07105830267933502,0.23695383965969086,0.2369510531425476,0.3397555649280548,0.3397555649280548,1.0,20.81310231820531,20.813102770317748,0.1298817321708659,0.12988206170494282,0.04972900077700615,0.04972900450229645,2.8714754080283456e-05,3.484347416815581e-06,0.00017798530461732298,5.7220458984375e-06,5.61633896722924e-07,1.1106064010421248e-07,1602.595703125,1602.595703125,0.0,0.0,6.6796064376831055,0.08242110908031464,0.999923835857493,0.012338276561066903,6.679605960845947,0.08241528272628784,0.9999238358520562,0.012337405248088115,6.6796064376831055,5.354439735412598,0.7802555788679107,0.6254607235088577,6.679605960845947,5.354439735412598,0.7802555231677948,0.6254607235088577
9.147300720214844,0.00022685117437504232,0.00022685129079036415,1.0000005131792777,0.21075966954231262,0.2107597291469574,1.000000282808589,28.50007087953633,28.500068929416145,0.4265902930721981,0.42658836988132026,0.011677581816911697,0.011677579954266548,0.0375834343165423,0.0375834412883809,0.06767278909683228,0.06767409294843674,0.30827268958091736,0.30827271938323975,1.000000096675195,25.197120194889166,25.197119153151654,0.2160267034687994,0.21602669243561723,0.015932660549879074,0.015932662412524223,3.392724829609506e-05,9.5952755145845e-06,0.00017555136582814157,5.869194865226746e-06,5.732421755055839e-07,3.775677811356242e-07,464.9532470703125,464.9532470703125,0.0,0.0,1.9275498390197754,0.03579520434141159,0.9998276677322576,0.018567112999201656,1.927550196647644,0.03579545021057129,0.9998275441169232,0.01856723479203762,1.9275498390197754,2.0581979751586914,0.6835615005644116,0.7298928763748944,1.927550196647644,2.0581979751586914,0.6835615695940364,0.7298928146626754
9.338105201721191,0.00031165964901447296,0.0003116591542493552,0.9999984124825934,0.24198666214942932,0.24198651313781738,0.9999993842155984,25.118338395631213,25.118344479018837,0.2686918528139335,0.26869353411948965,0.013690955936908722,0.013690942898392677,0.055473183444145584,0.05547314247367261,0.08440893888473511,0.08440932631492615,0.3252565860748291,0.32525643706321716,0.9999995418644285,22.549646452768116,22.54965004450814,0.15340472806379862,0.15340496484454666,0.01738598197698593,0.017385972663760185,3.2674637623131275e-05,9.424046766071115e-06,0.00017414648027624935,6.289221346378326e-06,5.648803949043213e-07,3.157244007440119e-07,551.5775146484375,551.5775146484375,0.0,0.0,2.2593915462493896,0.037166111171245575,0.999864842850535,0.016447387336334295,2.259389877319336,0.03717159852385521,0.9998647372558123,0.016449826107714303,2.2593915462493896,2.029832601547241,0.7438864657614765,0.6683060324621274,2.259389877319336,2.029832601547241,0.7438862082453541,0.6683062947636486
8.715949058532715,0.00022866151994094253,0.00022866175277158618,1.00000101823273,0.22207099199295044,0.22207111120224,1.0000005368071196,28.190059584679403,28.190055162553094,0.3937882730470521,0.3937878526173566,0.011688079684972763,0.011688070371747017,0.038949062630736574,0.03894908422026307,0.06573858857154846,0.06573865562677383,0.31829145550727844,0.318291574716568,1.000000374528714,25.06339684752347,25.063394425839363,0.21057122794165692,0.21057089686644626,0.015613539144396782,0.015613543801009655,3.468621434876695e-05,9.606168532627635e-06,0.00017355057934764773,6.817281246185303e-06,5.648109890898922e-07,3.8096908733533185e-07,455.55029296875,455.55029296875,0.0,0.0,1.9352235794067383,0.03604985401034355,0.9998265036092114,0.018625031171764568,1.9352247714996338,0.03604717180132866,0.9998265652944097,0.018623635094734397,1.9352236986160278,1.9877530336380005,0.6975759651883926,0.7165108312738288,1.9352247714996338,1.9877530336380005,0.6975761121213473,0.7165105849632684
18.968873977661133,0.0018678767373785377,0.0018678756896406412,0.9999994390754617,0.2916369140148163,0.2916368544101715,0.9999997956203693,19.90048244563769,19.900484611028865,0.1509733039317167,0.15097182031023323,0.033404089510440826,0.033404089510440826,0.10115232351124362,0.10115229735453102,0.19851088523864746,0.19851133227348328,0.35484835505485535,0.35484835505485535,1.0,18.196476342566655,18.196476342566655,0.0962322999510878,0.09623232010386681,0.04019121080636978,0.04019121080636978,2.8195750928716734e-05,4.4758253352483734e-06,0.00017871368618216366,5.8300793170928955e-06,5.56055795186694e-07,1.324809663074851e-07,1348.976318359375,1348.976318359375,0.0,0.0,5.530905723571777,0.11124635487794876,0.9997978708778481,0.020109521714658327,5.530905723571777,0.11118239164352417,0.9997981294130099,0.0200979645549038,5.530905723571777,3.8362016677856445,0.8216973757242182,0.569924168067846,5.530905723571777,3.8362014293670654,0.8216973757242182,0.5699241326472602
30.6168270111084,0.00410162378102541,0.004101624712347984,1.0000002270619208,0.2677488923072815,0.26774895191192627,1.0000002226139733,22.106706144166793,22.10670515804951,0.1885995755604829,0.18859947268522348,0.04940139129757881,0.04940136522054672,0.07846296518614457,0.0784629743141712,0.2804294526576996,0.2804320156574249,0.34774407744407654,0.3477441072463989,1.0000000857018834,19.83606500486582,19.836064712562,0.11566352485167769,0.11566350574020105,0.06165182217955589,0.06165183335542679,2.7102991225547157e-05,3.0573864933103323e-06,0.00017907092114910483,6.3925981521606445e-06,5.455745508697873e-07,9.005191246977934e-08,1988.5299072265625,1988.5299072265625,0.0,0.0,8.19621467590332,0.15185564756393433,0.9998284051485901,0.01852435495168645,8.196215629577637,0.15184824168682098,0.9998282888530499,0.018523447224008942,8.19621467590332,6.79535436630249,0.7698274811895378,0.6382520154066643,8.196215629577637,6.79535436630249,0.7698275018069238,0.6382519582361198
