gt_norm,clean_mse,adv_mse,mse_ratio,clean_rel_l2,adv_rel_l2,rel_l2_ratio,clean_psnr,adv_psnr,clean_ssim,adv_ssim,pred_shift_rel_l2,init_shift_rel_l2,delta_l2,delta_linf,delta_mean_abs,delta_rel_l2,clean_sino_l2,adv_sino_l2,success_rel_l2,success_mse,clean_e_ran_l2,clean_e_nul_l2,clean_e_ran_frac,clean_e_nul_frac,adv_e_ran_l2,adv_e_nul_l2,adv_e_ran_frac,adv_e_nul_frac
19.70344352722168,6.657422545686131e-06,0.20427727699279785,30684.13873251371,0.01676180772483349,2.9361472129821777,175.168887579597,49.01267093891438,4.143531858981811,0.9911836473588116,0.09084733032449022,2.9215922355651855,2.7441797256469727,38.59638214111328,0.9502096176147461,0.1410360336303711,0.034699229197603224,1112.3123779296875,1113.1610107421875,1.0,1.0,0.22022917866706848,0.24611851572990417,0.6668249733393276,0.7452144792221815,28.36087989807129,50.42359924316406,0.49022983579295526,0.8715932956208158
7.3053083419799805,1.2899149623990525e-06,0.0973573699593544,75475.80483777318,0.019899949431419373,5.467085361480713,274.7286057344906,48.59320042728852,-0.18487748375584268,0.9899914348575576,0.00901270939086033,5.446302890777588,6.6468119621276855,38.59638214111328,1.0113836526870728,0.14033243060112,0.10160928101617778,379.8509521484375,382.10748291015625,1.0,1.0,0.094962477684021,0.11007311940193176,0.6532230678469766,0.7571653825468285,20.906099319458008,34.02995681762695,0.5234541059525859,0.85205376428097
29.869903564453125,8.527969839633442e-06,0.2460760474205017,28855.17327663049,0.012514081783592701,2.1257433891296387,169.86810745609122,50.35545076584012,5.753213899733447,0.9921931776988253,0.13205585834778116,2.12290620803833,1.8335586786270142,38.596378326416016,0.9184131622314453,0.14023452997207642,0.02123039053778337,1817.977783203125,1819.05419921875,1.0,1.0,0.25733327865600586,0.27111220359802246,0.6884353379189838,0.7252976469765617,29.716697692871094,56.11263656616211,0.4680108397528175,0.883722761912881
12.159293174743652,1.6133071767399088e-05,0.14865511655807495,9214.30950666629,0.04228244721889496,4.058743000030518,95.99120360793043,42.71903475474454,3.074406794549354,0.9845135224058531,0.04588495531231041,4.041125297546387,4.134175777435303,38.59638214111328,0.9541473388671875,0.14099638164043427,0.07798000344912695,494.9523010253906,497.05975341796875,1.0,1.0,0.32561194896698,0.3978706896305084,0.633332641592491,0.7738797537232565,23.223304748535156,43.545875549316406,0.4705699114606462,0.882362739653178
13.562544822692871,8.870098099578172e-06,0.10756473243236542,12126.667735217132,0.028108198195695877,3.095306634902954,110.12113310688584,46.84296743022602,6.005552647466127,0.9917930429283248,0.07764943645872793,3.0923657417297363,3.7888214588165283,38.596378326416016,1.0133801698684692,0.1395302265882492,0.0646607238006775,596.9060668945312,598.4306030273438,1.0,1.0,0.2455902248620987,0.2915700674057007,0.6442239686318583,0.76483673592396,21.470048904418945,36.07461166381836,0.5114323053608917,0.859323697414971
18.80120849609375,2.6759411412058398e-05,0.26286226511001587,9823.170661801783,0.03521781787276268,3.4905056953430176,99.11192419569416,41.729714474638264,1.8071975818291568,0.9783703278999468,0.06361869636841568,3.4998302459716797,2.5504250526428223,38.59638214111328,0.9693541526794434,0.14153826236724854,0.04448019984619533,867.7205200195312,869.7755126953125,1.0,1.0,0.35961323976516724,0.5559716820716858,0.5431095547908982,0.8396618904339568,28.21893310546875,59.24885940551758,0.42999804108376316,0.9028297911051252
12.936385154724121,1.4587762962037232e-05,0.18133015930652618,12430.292415527623,0.037791259586811066,4.213393688201904,111.49122136358626,42.8004070726707,1.8555938905238332,0.9789370629767262,0.05262915980621635,4.18172025680542,4.806568145751953,38.59638595581055,1.1905920505523682,0.14089800417423248,0.07729606292735178,499.33184814453125,501.8570556640625,1.0,1.0,0.324504017829895,0.36565423011779785,0.6637671596633246,0.7479391822858679,24.038400650024414,48.919002532958984,0.4410223353237298,0.8974961792548005
14.824748992919922,6.58538283460075e-06,0.11994931101799011,18214.478038809757,0.022157112136483192,2.9903464317321777,134.96101898624093,48.587517445207595,5.983350140766513,0.9916019224609556,0.08670246251479181,2.978675603866577,3.556133985519409,38.59638214111328,1.0035030841827393,0.13981665670871735,0.05267488264494642,732.7283935546875,733.6594848632812,1.0,1.0,0.22756549715995789,0.2368730753660202,0.6927968581384474,0.721132704382772,25.419265747070312,36.31956100463867,0.5733953318353163,0.8192788470598541
15.92805004119873,4.8382921704615e-06,0.13833574950695038,28591.85527312941,0.017676381394267082,2.988921880722046,169.09127575689402,49.645208544816356,5.08278558454694,0.9921720264956567,0.06478839578010127,2.986034870147705,3.2587263584136963,38.59638214111328,1.0728819370269775,0.13875208795070648,0.047591776994988046,810.9884643554688,812.6393432617188,1.0,1.0,0.1925399899482727,0.20542378723621368,0.6838564832554624,0.7296166825090026,22.700115203857422,41.847312927246094,0.47681607926620934,0.8790031019051813
14.813190460205078,5.784132099506678e-06,0.14778493344783783,25550.061946275782,0.02078167162835598,3.3218228816986084,159.8438730581268,49.336366513685284,5.262446843012073,0.9924568902642071,0.08090172069623121,3.3099899291992188,3.8674442768096924,38.59638214111328,0.9811190366744995,0.1425098329782486,0.05299104948759343,728.3566284179688,729.9537353515625,1.0,1.0,0.20423677563667297,0.2303358018398285,0.6634449206214594,0.7482252757444413,22.260616302490234,43.883636474609375,0.45238907392095024,0.8918206663852036
